,ScientificName,CommonName,SC,SMC,MUCode,MUName,Season,Region,level3,Macrogroup
9547,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s4,4317,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland                       ,summer,Southwest,4317,Californian Forest & Woodland
3832,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s4,4155,Edwards Plateau Dry-Mesic Slope Forest and Woodland                                                ,summer,Southwest,4155,Edwards Plateau Forest & Woodland
560,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s4,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland                                      ,summer,Southwest,4611,Rocky Mountain Subalpine-High Montane Conifer Forest
7193,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,8202,Evergreen Plantation or Managed Pine,summer,Great Plains,8202,Southeastern North American Ruderal Forest
8383,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,8201,Deciduous Plantation,summer,Great Plains,8201,Southeastern North American Ruderal Forest
2363,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,8203,Managed Tree Plantation,summer,Great Plains,8203,Eastern North American Ruderal Forest
2259,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,4141,East-Central Texas Plains Riparian Forest                                                          ,summer,Great Plains,4141,Southern Great Plains Floodplain Forest & Woodland
3833,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,4155,Edwards Plateau Dry-Mesic Slope Forest and Woodland                                                ,summer,Great Plains,4155,Edwards Plateau Forest & Woodland
4827,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,4138,Northwestern Great Plains Aspen Forest and Parkland                                                ,summer,Great Plains,4138,Great Plains Forest & Woodland
1220,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s5,4136,Central and South Texas Coastal Fringe Forest and Woodland                                         ,summer,Great Plains,4136,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
4720,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4307,Allegheny-Cumberland Dry Oak Forest and Woodland - Pine Modifier                                   ,summer,Southeast,4307,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
7194,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,8202,Evergreen Plantation or Managed Pine,summer,Southeast,8202,Southeastern North American Ruderal Forest
1021,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4202,Southern Piedmont Mesic Forest                                                                     ,summer,Southeast,4202,Appalachian-Central Interior-Northeastern Mesic Forest
182,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9841,Southern Piedmont Small Floodplain and Riparian Forest                                             ,summer,Southeast,9841,Southern Coastal Plain Floodplain Forest
1221,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4136,Central and South Texas Coastal Fringe Forest and Woodland                                         ,summer,Southeast,4136,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
5201,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4401,Southern and Central Appalachian Cove Forest                                                       ,summer,Southeast,4401,Appalachian-Central Interior-Northeastern Mesic Forest
5870,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4126,Allegheny-Cumberland Dry Oak Forest and Woodland - Hardwood                                        ,summer,Southeast,4126,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
3748,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4115,Ozark-Ouachita Dry-Mesic Oak Forest                                                                ,summer,Southeast,4115,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3178,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4101,Central and Southern Appalachian Northern Hardwood Forest                                          ,summer,Southeast,4101,Appalachian-Central Interior-Northeastern Mesic Forest
9198,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9827,Mississippi River Riparian Forest                                                                  ,summer,Southeast,9827,Southern Coastal Plain Floodplain Forest
2063,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4305,Southern Piedmont Dry Oak-(Pine) Forest - Loblolly Pine Modifier                                   ,summer,Southeast,4305,Southeastern North American Ruderal Forest
8841,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4122,Ouachita Montane Oak Forest                                                                        ,summer,Southeast,4122,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
9257,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9836,Mississippi River Low Floodplain (Bottomland) Forest                                               ,summer,Southeast,9836,Southern Coastal Plain Floodplain Forest
3920,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4207,Ozark-Ouachita Mesic Hardwood Forest                                                               ,summer,Southeast,4207,Central Midwest Mesic Forest
8281,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4331,Appalachian Hemlock-Hardwood Forest                                                                ,summer,Southeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
5016,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4203,Southern Crowley's Ridge Mesic Loess Slope Forest                                                  ,summer,Southeast,4203,Southern Mesic Mixed Broadleaf Forest
8384,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,8201,Deciduous Plantation,summer,Southeast,8201,Southeastern North American Ruderal Forest
2364,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,8203,Managed Tree Plantation,summer,Southeast,8203,Eastern North American Ruderal Forest
9305,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9850,South-Central Interior Small Stream and Riparian                                                   ,summer,Southeast,9850,Central Hardwoods Floodplain Forest
2673,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9806,Southern Piedmont Large Floodplain Forest - Forest Modifier                                        ,summer,Southeast,9806,Southern Coastal Plain Floodplain Forest
1576,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4402,South-Central Interior Mesophytic Forest                                                           ,summer,Southeast,4402,Appalachian-Central Interior-Northeastern Mesic Forest
2613,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9803,Central Appalachian Riparian - Forest Modifier                                                     ,summer,Southeast,9803,Central Hardwoods Floodplain Forest
1905,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier                                        ,summer,Southeast,4302,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
2260,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4141,East-Central Texas Plains Riparian Forest                                                          ,summer,Southeast,4141,Southern Great Plains Floodplain Forest & Woodland
8641,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4334,Southern Ridge and Valley Dry Calcareous Forest                                                    ,summer,Southeast,4334,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8533,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4308,Southern Ridge and Valley Dry Calcareous Forest - Pine modifier                                    ,summer,Southeast,4308,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
9766,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9844,Red River Large Floodplain Forest                                                                  ,summer,Southeast,9844,Southern Coastal Plain Floodplain Forest
9132,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9701,Lower Mississippi River Bottomland Depressions - Forest Modifier                                   ,summer,Southeast,9701,Southern Coastal Plain Floodplain Forest
7635,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9802,Central Appalachian Floodplain - Forest Modifier                                                   ,summer,Southeast,9802,Central Hardwoods Floodplain Forest
5128,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4329,Southern Piedmont Dry Oak-(Pine) Forest                                                            ,summer,Southeast,4329,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1731,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest                                                 ,summer,Southeast,4116,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3247,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4104,Northeastern Interior Dry Oak Forest-Hardwood Modifier                                             ,summer,Southeast,4104,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1474,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4328,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland                                              ,summer,Southeast,4328,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
56,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,9715,Southern Piedmont/Ridge and Valley Upland Depression Swamp                                         ,summer,Southeast,9715,Central Hardwoods Swamp Forest
8113,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-s6,4125,Southern and Central Appalachian Oak Forest                                                        ,summer,Southeast,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8715,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4403,Atlantic Coastal Plain Mesic Hardwood and Mixed Forest                                             ,winter,Northeast,4403,Southern Mesic Mixed Broadleaf Forest
6947,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4332,West Gulf Coastal Plain Pine-Hardwood Forest                                                       ,winter,Northeast,4332,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
2358,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,8203,Managed Tree Plantation,winter,Northeast,8203,Eastern North American Ruderal Forest
7188,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,8202,Evergreen Plantation or Managed Pine,winter,Northeast,8202,Southeastern North American Ruderal Forest
2671,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9806,Southern Piedmont Large Floodplain Forest - Forest Modifier                                        ,winter,Northeast,9806,Southern Coastal Plain Floodplain Forest
2201,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4135,Southeast Florida Coastal Strand and Maritime Hammock                                              ,winter,Northeast,4135,Caribbean Coastal Lowland Dry Forest
7,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9208,Southern Coastal Plain Seepage Swamp and Baygall                                                   ,winter,Northeast,9208,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp
5126,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4329,Southern Piedmont Dry Oak-(Pine) Forest                                                            ,winter,Northeast,4329,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
731,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest                                                ,winter,Northeast,4133,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6680,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4117,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest                                        ,winter,Northeast,4117,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8289,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4331,Appalachian Hemlock-Hardwood Forest                                                                ,winter,Northeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
54,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9715,Southern Piedmont/Ridge and Valley Upland Depression Swamp                                         ,winter,Northeast,9715,Central Hardwoods Swamp Forest
8776,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4102,East Gulf Coastal Plain Limestone Forest                                                           ,winter,Northeast,4102,Southern Mesic Mixed Broadleaf Forest
7268,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9842,Atlantic Coastal Plain Small Brownwater River Floodplain Forest                                    ,winter,Northeast,9842,Southern Coastal Plain Floodplain Forest
5242,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4501,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Offsite Hardwood Modifier         ,winter,Northeast,4501,Southeastern North American Ruderal Forest
4975,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4129,East Gulf Coastal Plain Southern Loess Bluff Forest                                                ,winter,Northeast,4129,Southern Mesic Mixed Broadleaf Forest
9769,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9844,Red River Large Floodplain Forest                                                                  ,winter,Northeast,9844,Southern Coastal Plain Floodplain Forest
2497,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9202,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Bay/Gum Modifier                       ,winter,Northeast,9202,Southern Coastal Plain Basin Swamp & Flatwoods
1903,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier                                        ,winter,Northeast,4302,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
2562,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9302,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest - Oak Dominated Modifier          ,winter,Northeast,9302,Southern Coastal Plain Basin Swamp & Flatwoods
7777,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9235,Atlantic Coastal Plain Northern Tidal Wooded Swamp                                                 ,winter,Northeast,9235,Southern Coastal Plain Floodplain Forest
5492,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9851,East Gulf Coastal Plain Small Stream and River Floodplain Forest                                   ,winter,Northeast,9851,Southern Coastal Plain Floodplain Forest
9105,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9303,Atlantic Coastal Plain Clay-Based Carolina Bay Forested Wetland                                    ,winter,Northeast,9303,Pond-cypress Basin Swamp
9007,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest                                             ,winter,Northeast,4205,Southern Mesic Mixed Broadleaf Forest
180,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9841,Southern Piedmont Small Floodplain and Riparian Forest                                             ,winter,Northeast,9841,Southern Coastal Plain Floodplain Forest
9067,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9240,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest                                ,winter,Northeast,9240,Laurentian-Acadian-Northeast Flooded & Swamp Forest
2515,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9210,East Gulf Coastal Plain Tidal Wooded Swamp                                                         ,winter,Northeast,9210,Southern Coastal Plain Floodplain Forest
7757,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9218,Atlantic Coastal Plain Southern Tidal Wooded Swamp                                                 ,winter,Northeast,9218,Southern Coastal Plain Floodplain Forest
9051,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9203,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Pine Modifier                          ,winter,Northeast,9203,Southern Coastal Plain Basin Swamp & Flatwoods
4066,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4132,South Florida Hardwood Hammock                                                                     ,winter,Northeast,4132,Caribbean Coastal Lowland Dry Forest
2529,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9239,Southern Coastal Plain Nonriverine Basin Swamp                                                     ,winter,Northeast,9239,Southern Coastal Plain Basin Swamp & Flatwoods
230,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9852,Southern Coastal Plain Blackwater River Floodplain Forest                                          ,winter,Northeast,9852,Southern Coastal Plain Floodplain Forest
7313,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9845,Atlantic Coastal Plain Brownwater Stream Floodplain Forest                                         ,winter,Northeast,9845,Southern Coastal Plain Floodplain Forest
8922,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4134,Southwest Florida Coastal Strand and Maritime Hammock                                              ,winter,Northeast,4134,Caribbean Coastal Lowland Dry Forest
3370,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4204,West Gulf Coastal Plain Mesic Hardwood Forest                                                      ,winter,Northeast,4204,Southern Mesic Mixed Broadleaf Forest
9166,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9804,East Gulf Coastal Plain Large River Floodplain Forest - Forest Modifier                            ,winter,Northeast,9804,Southern Coastal Plain Floodplain Forest
5058,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4209,East Gulf Coastal Plain Southern Mesic Slope Forest                                                ,winter,Northeast,4209,Southern Mesic Mixed Broadleaf Forest
4002,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland                                   ,winter,Northeast,4321,Longleaf Pine Woodland
8847,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4122,Ouachita Montane Oak Forest                                                                        ,winter,Northeast,4122,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6731,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4137,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland                 ,winter,Northeast,4137,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
7381,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9911,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods                                       ,winter,Northeast,9911,Southern Coastal Plain Basin Swamp & Flatwoods
6819,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4212,Atlantic Coastal Plain Southern Maritime Forest                                                    ,winter,Northeast,4212,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
2061,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4305,Southern Piedmont Dry Oak-(Pine) Forest - Loblolly Pine Modifier                                   ,winter,Northeast,4305,Southeastern North American Ruderal Forest
95,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9801,Atlantic Coastal Plain Blackwater Stream Floodplain Forest - Forest Modifier                       ,winter,Northeast,9801,Southern Coastal Plain Floodplain Forest
8884,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4128,East Gulf Coastal Plain Northern Loess Bluff Forest                                                ,winter,Northeast,4128,Southern Mesic Mixed Broadleaf Forest
5543,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4103,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland - Hardwood Modifier                ,winter,Northeast,4103,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
1019,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4202,Southern Piedmont Mesic Forest                                                                     ,winter,Northeast,4202,Appalachian-Central Interior-Northeastern Mesic Forest
1653,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9205,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Clethra Modifier                       ,winter,Northeast,9205,Southern Coastal Plain Basin Swamp & Flatwoods
5015,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4203,Southern Crowley's Ridge Mesic Loess Slope Forest                                                  ,winter,Northeast,4203,Southern Mesic Mixed Broadleaf Forest
9134,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9701,Lower Mississippi River Bottomland Depressions - Forest Modifier                                   ,winter,Northeast,9701,Southern Coastal Plain Floodplain Forest
7787,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9204,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Nupea Modifier                         ,winter,Northeast,9204,Southern Coastal Plain Basin Swamp & Flatwoods
7346,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9902,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Offsite Hardwood Modifier                      ,winter,Northeast,9902,Southeastern North American Ruderal Forest
2141,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9840,West Gulf Coastal Plain Large River Floodplain Forest                                              ,winter,Northeast,9840,Southern Coastal Plain Floodplain Forest
2023,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4130,Southern Coastal Plain Dry Upland Hardwood Forest                                                  ,winter,Northeast,4130,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
6992,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4504,Atlantic Coastal Plain Fall-Line Sandhills Longleaf Pine Woodland - Loblolly Modifier              ,winter,Northeast,4504,Southeastern North American Ruderal Forest
7677,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9201,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Taxodium Modifier                      ,winter,Northeast,9201,Southern Coastal Plain Basin Swamp & Flatwoods
3624,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4301,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Hardwood Modifier                     ,winter,Northeast,4301,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4667,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4507,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Loblolly Modifier                 ,winter,Northeast,4507,Southeastern North American Ruderal Forest
3569,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood Modifier      ,winter,Northeast,4553,Longleaf Pine Woodland
9260,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9836,Mississippi River Low Floodplain (Bottomland) Forest                                               ,winter,Northeast,9836,Southern Coastal Plain Floodplain Forest
7713,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9301,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest  - Taxodium/Nyssa Modifier        ,winter,Northeast,9301,Southern Coastal Plain Basin Swamp & Flatwoods
6890,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4306,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest - Offsite Pine Modifier                ,winter,Northeast,4306,Southeastern North American Ruderal Forest
7660,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9238,South Florida Bayhead Swamp                                                                        ,winter,Northeast,9238,Caribbean Swamp
1089,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4210,Atlantic Coastal Plain Central Maritime Forest                                                     ,winter,Northeast,4210,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
1426,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4153,Mississippi Delta Maritime Forest                                                                  ,winter,Northeast,4153,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
1219,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4136,Central and South Texas Coastal Fringe Forest and Woodland                                         ,winter,Northeast,4136,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
8494,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4211,Atlantic Coastal Plain Northern Maritime Forest                                                    ,winter,Northeast,4211,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1390,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,4150,East Gulf Coastal Plain Maritime Forest                                                            ,winter,Northeast,4150,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
2723,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9843,Atlantic Coastal Plain Small Blackwater River Floodplain Forest                                    ,winter,Northeast,9843,Southern Coastal Plain Floodplain Forest
8397,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,8201,Deciduous Plantation,winter,Northeast,8201,Southeastern North American Ruderal Forest
9204,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w3,9827,Mississippi River Riparian Forest                                                                  ,winter,Northeast,9827,Southern Coastal Plain Floodplain Forest
9679,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,4603,Mediterranean California Mesic Mixed Conifer Forest and Woodland                                   ,winter,Southwest,4603,Southern Vancouverian Montane-Foothill Forest
9613,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,4320,Mediterranean California Mixed Evergreen Forest                                                    ,winter,Southwest,4320,Californian Forest & Woodland
9534,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,4317,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland                       ,winter,Southwest,4317,Californian Forest & Woodland
2365,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,8203,Managed Tree Plantation,winter,Southwest,8203,Eastern North American Ruderal Forest
969,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,4545,California Coastal Closed-Cone Conifer Forest and Woodland                                         ,winter,Southwest,4545,Californian Forest & Woodland
7195,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,8202,Evergreen Plantation or Managed Pine,winter,Southwest,8202,Southeastern North American Ruderal Forest
4214,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,4519,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland                               ,winter,Southwest,4519,Southern Vancouverian Montane-Foothill Forest
8385,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w4,8201,Deciduous Plantation,winter,Southwest,8201,Southeastern North American Ruderal Forest
2366,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,8203,Managed Tree Plantation,winter,Great Plains,8203,Eastern North American Ruderal Forest
3371,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4204,West Gulf Coastal Plain Mesic Hardwood Forest                                                      ,winter,Great Plains,4204,Southern Mesic Mixed Broadleaf Forest
7196,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,8202,Evergreen Plantation or Managed Pine,winter,Great Plains,8202,Southeastern North American Ruderal Forest
4828,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4138,Northwestern Great Plains Aspen Forest and Parkland                                                ,winter,Great Plains,4138,Great Plains Forest & Woodland
8386,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,8201,Deciduous Plantation,winter,Great Plains,8201,Southeastern North American Ruderal Forest
6948,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4332,West Gulf Coastal Plain Pine-Hardwood Forest                                                       ,winter,Great Plains,4332,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6732,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4137,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland                 ,winter,Great Plains,4137,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
2261,Geothlypis trichas,Common Yellowthroat,bCOYEx,bCOYEx-w5,4141,East-Central Texas Plains Riparian Forest                                                          ,winter,Great Plains,4141,Southern Great Plains Floodplain Forest & Woodland
